OS X El Capitan Artifacts By: mac4n6 group,pstirparo@gmail.com,,Want to add to the list? Visit https://github.com/pstirparo/mac4n6,,
v0.1 - Last Modified: 03 Apr 2018,Twitter: @pstirparo,,,,
,,,,,
SYSTEM ARTIFACTS,,,,,
Artifact,Name,Labels,Path,Notes,Urls
,,,,,
Autorun Locations,,,,,
Launch Agents files,OSXLaunchAgents,System,/Library/LaunchAgents/*,,
"""","""","""",/System/Library/LaunchAgents/*,,
Launch Daemons files,OSXLaunchDaemons,System,/Library/LaunchDaemons/*,,
"""","""","""",/System/Library/LaunchDaemons/*,,
Startup Items file,OSXStartupItems,System,/Library/StartupItems/*,,
"""","""","""",/System/Library/StartupItems/*,,
,,,,,
System Logs,,,,,
System Log files main folder,OSXGeneralSystemLogs,"System, Logs",/var/log/*,,
Apple System Log,OSXAppleSystemLogs,"System, Logs",/var/log/asl/*,"Filename format as YYYY.MM.DD.[UID].[GID].asl, while YYYY.MM.DD.[UID].[GID].asl of logs per user",
Audit Log,OSXAuditLogs,"System, Logs",/var/audit/*,,
Installation log,OSXInstallationLog,"System, Logs",/var/log/install.log,"It contains install date of system, as well as date of system and software updates",
,,,,,
System Preferences,,,,,
System Preferences files,OSXSystemPreferences,System,/Library/Preferences/*,,
Global Preferences,OSXGlobalPrefs,System,/Library/Preferences/.GlobalPreferences.plist,"It contains Global Preferences information such as the local time zone, geographical coordinates, etc.",
Login Window Info,OSXLoginWindow,"System, Authentication",/Library/Preferences/com.apple.loginwindow.plist,Plist containing last user logged in,
Bluetooth Preferences and paierd device info,OSXBluetooth,"System, Logs",/Library/Preferences/com.apple.Bluetooth.plist,Bluetooth preferences and paired devices,
Time Machine Info,OSXTimeMachine,System,/Library/Preferences/com.apple.TimeMachine.plist,Time Machine backup info,
,,,,,
System Settings and Informations,,,,,
OS Installation time,OSXInstallationTime,System,/var/db/.AppleSetupDone,Empty file. Its last modification time represent the date/time the OS was installed,
OS name and version,OSXSystemVersion,System,/System/Library/CoreServices/SystemVersion.plist,Plist describing the installed Operating System,
Users Log In Password Hash Plist,OSXPasswordHashes,"System, Users, Authentication",/var/db/dslocal/nodes/Default/users/*,Contains the salted SHA-512 hash value for the user's log in password,
,,,,,
Sleep/Hibernate and Swap Image File,,,,,
Sleep Image File,OSXSleepimage,System,/var/vm/sleepimage,Contents of RAM are written to this file when the computer is put to sleep,
Swap Files,OSXSwapfiles,System,/var/vm/swapfile#,"Numerous swap files may be found in this directory with the naming convention of swapfile# (swapfile0, swapfile1, swapfile2, etc.)",
,,,,,
Kernel Extension,,,,,
Kernel Extension,OSXKexts,System,/System/Library/Extensions/*,Kext files are essentially drivers for Mac OS X.,
"""","""","""",/Library/Extensions/*,,
,,,,,
Software Installation,,,,,
Software Installation History,OSXInstallationHistory,System,/Library/Receipts/InstallHistory.plist,It contains a history of installed applications and updates,
Software Update,OSXUpdate,System,/Library/Preferences/com.apple.SoftwareUpdate.plist,Plist describing last attempt and last successful attempt at updating OS X software,
,,,,,
System Info Misc.,,,,,
Current Time Zone,OSXLocalTime,System,/etc/localtime,Simlink pointing to /usr/share/zoneinfo/XYZ,
Mac OS X at jobs,OSXAtJobs,System,/usr/lib/cron/jobs/*,,https://developer.apple.com/library/mac/documentation/Darwin/Reference/ManPages/man1/at.1.html#//apple_ref/doc/man/1/at
Cron tabs,OSXCronTabs,System,/usr/lib/cron/tabs/*,,
